id,url,title,author,brew_method,style_name,boil_time,batch_size,boil_size,boil_gravity,efficiency,hop_utilization_multiplier,original_gravity,final_gravity,abv_standard,ibu_tinseth,srm_morey,mash_ph,yeast_name,yeast_starter,yeast_form,yeast_attenuation,yeast_flocculation,yeast_optimum_temp,yeast_fermentation_temp,yeast_pitch_rate,water_profile_name,water_ca2,water_mg2,water_na,water_cl,water_so4,water_hco3,priming_method,priming_co2_level,error
1000095,https://www.brewersfriend.com/homebrew/recipe/view/1000095/my-first-neipa-juicy-bits-inspired-26l-no-wheat-flakes,My first NEIPA | Juicy Bits inspired|26l | No wheat flakes,,BIAB,Specialty IPA: New England IPA,60 min,26 liters (fermentor volume),32 liters,1.054,72% (brew house),1.0,1.066,1.015,6.78,77.21,4.77,5.81,White Labs - Burlington Ale Yeast WLP095,No,Liquid,75.5%,Medium,19.44 - 21.11 C,20 C,0.35 (M cells / ml / deg P),Light colored and hoppy,89.0,41.0,18.0,25.0,56.0,1.5,co2,2.35 Volumes,
1000071,https://www.brewersfriend.com/homebrew/recipe/view/1000071/blondie-ale,Blondie Ale,,All Grain,Blonde Ale,60 min,5.5 gallons (fermentor volume),7 gallons,1.044,70% (brew house),0.93,1.056,1.013,5.65,15.22,4.58,5.8,Wyeast - American Ale 1056,Yes,Liquid,75%,Med-Low,60 - 72 F,,0.75 (M cells / ml / deg P),12776,16.0,7.0,3.0,4.0,6.0,80.4,,2.45 Volumes,
1000096,https://www.brewersfriend.com/homebrew/recipe/view/1000096/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000091,https://www.brewersfriend.com/homebrew/recipe/view/1000091/peacekeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000103,https://www.brewersfriend.com/homebrew/recipe/view/1000103/mighty-axe-comet-smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000099,https://www.brewersfriend.com/homebrew/recipe/view/1000099/beer-e-good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000097,https://www.brewersfriend.com/homebrew/recipe/view/1000097/wheat-split-batch,Wheat split batch,,BIAB,Witbier,60 min,6 gallons (fermentor volume),7.5 gallons,1.043,72% (brew house),1.0,1.053,1.012,5.39,15.29,4.84,5.76,Default - - -,No,Liquid,75%,Medium,66 - 72 F,,0.35 (M cells / ml / deg P),Light colored and malty,60.0,5.0,10.0,95.0,55.0,0.0,co2,1.9 Volumes,
1000102,https://www.brewersfriend.com/homebrew/recipe/view/1000102/pilsner,Pilsner,,All Grain,Classic American Pilsner,60 min,5.5 gallons (fermentor volume),6.5 gallons,1.043,75% (brew house),1.0,1.05,1.013,4.97,0.0,3.37,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1000108,https://www.brewersfriend.com/homebrew/recipe/view/1000108/memorial-mash-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000110,https://www.brewersfriend.com/homebrew/recipe/view/1000110/american-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000107,https://www.brewersfriend.com/homebrew/recipe/view/1000107/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000109,https://www.brewersfriend.com/homebrew/recipe/view/1000109/irish-mason-ipa,Irish Mason IPA,,All Grain,American IPA,60 min,5.5 gallons (fermentor volume),7.5 gallons,1.057,75% (brew house),1.0,1.066,1.016,6.45,59.05,10.49,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.45 Volumes,
1000127,https://www.brewersfriend.com/homebrew/recipe/view/1000127/honey-and-bunches-of-oats-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000123,https://www.brewersfriend.com/homebrew/recipe/view/1000123/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000113,https://www.brewersfriend.com/homebrew/recipe/view/1000113/hank-s-hellsish-blueberry-weizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000118,https://www.brewersfriend.com/homebrew/recipe/view/1000118/west-coast-x-english-citrus-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000142,https://www.brewersfriend.com/homebrew/recipe/view/1000142/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000141,https://www.brewersfriend.com/homebrew/recipe/view/1000141/sap-wip-ii,SAP WIP II,,All Grain,American IPA,90 min,5.5 gallons (fermentor volume),7 gallons,1.052,70% (brew house),1.0,1.066,1.013,6.98,0.0,4.96,0.0,White Labs - Burlington Ale Yeast WLP095,No,Liquid,75.5%,Medium,67 - 70 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1000135,https://www.brewersfriend.com/homebrew/recipe/view/1000135/west-coast-ipa,West coast IPA,,All Grain,American IPA,60 min,5 gallons (fermentor volume),6.5 gallons,1.05,62% (brew house),0.93,1.065,1.016,6.4,69.59,7.01,0.0,Imperial Yeast - A07 Flagship,Yes,Liquid,73%,Medium-low,60 - 72 F,64 F,1.0 (M cells / ml / deg P),Light colored and hoppy,75.0,5.0,10.0,50.0,150.0,0.0,,2.25 Volumes,
1000136,https://www.brewersfriend.com/homebrew/recipe/view/1000136/antigravedad-old-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000150,https://www.brewersfriend.com/homebrew/recipe/view/1000150/ipa-session-argenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000148,https://www.brewersfriend.com/homebrew/recipe/view/1000148/enigma-otiliei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000146,https://www.brewersfriend.com/homebrew/recipe/view/1000146/chocolate-cherry-porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000147,https://www.brewersfriend.com/homebrew/recipe/view/1000147/summer-breeze-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000159,https://www.brewersfriend.com/homebrew/recipe/view/1000159/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000162,https://www.brewersfriend.com/homebrew/recipe/view/1000162/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000154,https://www.brewersfriend.com/homebrew/recipe/view/1000154/irish-red-ale,Irish Red Ale,Juan Cruz,All Grain,Irish Red Ale,60 min,22 liters (fermentor volume),26 liters,1.039,70% (brew house),1.0,1.046,1.009,4.84,17.89,14.1,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,80%,Medium,12.22 - 25 C,18 C,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,dextrose,2.25 Volumes,
1000161,https://www.brewersfriend.com/homebrew/recipe/view/1000161/american-amber-ale,American Amber Ale,,BIAB,American Amber Ale,60 min,20 liters (fermentor volume),30 liters,1.038,75% (brew house),1.0,1.052,1.009,5.6,25.52,12.01,5.49,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,12.22 - 25 C,22 C,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,dextrose,2.6 Volumes,
1000167,https://www.brewersfriend.com/homebrew/recipe/view/1000167/raspberry-baltic-porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000168,https://www.brewersfriend.com/homebrew/recipe/view/1000168/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000164,https://www.brewersfriend.com/homebrew/recipe/view/1000164/awesome-recipe,Awesome Recipe,,BIAB,Munich Dunkel,60 min,23 liters (fermentor volume),30 liters,1.047,75% (brew house),1.0,1.058,1.014,5.69,0.0,32.4,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.44 Volumes,
1000169,https://www.brewersfriend.com/homebrew/recipe/view/1000169/brown-ginger-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000173,https://www.brewersfriend.com/homebrew/recipe/view/1000173/gyrfi-pl-wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000171,https://www.brewersfriend.com/homebrew/recipe/view/1000171/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000170,https://www.brewersfriend.com/homebrew/recipe/view/1000170/soft-ipsaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000172,https://www.brewersfriend.com/homebrew/recipe/view/1000172/middle-peak,Middle Peak,,All Grain,American IPA,60 min,34 gallons (fermentor volume),37 gallons,1.052,78% (brew house),1.0,1.055,1.01,5.96,49.62,4.94,5.4,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,54 - 77 F,,0.35 (M cells / ml / deg P),Balanced Profile,80.0,5.0,25.0,75.0,80.0,100.0,co2,2.25 Volumes,
1000176,https://www.brewersfriend.com/homebrew/recipe/view/1000176/black-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000181,https://www.brewersfriend.com/homebrew/recipe/view/1000181/covid-cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000180,https://www.brewersfriend.com/homebrew/recipe/view/1000180/black-ipa,Black IPA,,All Grain,American IPA,60 min,5.5 gallons (fermentor volume),6.5 gallons,1.06,70% (brew house),0.99,1.071,1.017,7.08,76.58,28.47,5.62,Wyeast - American Ale 1056,No,Liquid,75%,Med-Low,60 - 72 F,68 F,0.35 (M cells / ml / deg P),26603,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1000175,https://www.brewersfriend.com/homebrew/recipe/view/1000175/altbier,Altbier,,BIAB,No Profile Selected,60 min,5 gallons (fermentor volume),6 gallons,1.048,72% (brew house),1.0,1.057,1.014,5.74,39.23,19.61,5.49,Wyeast - German Ale 1007,No,Liquid,75%,Low,55 - 68 F,60 F,0.35 (M cells / ml / deg P),20636,0.0,0.0,0.0,0.0,0.0,0.0,,,
1000185,https://www.brewersfriend.com/homebrew/recipe/view/1000185/ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000183,https://www.brewersfriend.com/homebrew/recipe/view/1000183/obstacle-brewing-blonde-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000186,https://www.brewersfriend.com/homebrew/recipe/view/1000186/amber-is-the-color-of-your-energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000182,https://www.brewersfriend.com/homebrew/recipe/view/1000182/impeachment-centennial-ipa,Impeachment Centennial IPA,,All Grain,Double IPA,60 min,15 liters (fermentor volume),21 liters,1.046,49% (brew house),0.99,1.064,1.013,6.72,101.32,11.57,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,12.22 - 25 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.45 Volumes,
1000201,https://www.brewersfriend.com/homebrew/recipe/view/1000201/zip-s-silky-way-clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000192,https://www.brewersfriend.com/homebrew/recipe/view/1000192/pink-parts,Pink Parts,,BIAB,No Profile Selected,60 min,21 liters (fermentor volume),26 liters,1.037,70% (brew house),1.0,1.046,1.01,4.79,29.47,4.77,5.74,Omega Yeast Labs - Voss Kveik OYL-061,No,Liquid,79%,Medium,20 - 36.67 C,,0.35 (M cells / ml / deg P),20845,0.0,0.0,0.0,0.0,0.0,0.0,,,
1000189,https://www.brewersfriend.com/homebrew/recipe/view/1000189/i-do-first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000191,https://www.brewersfriend.com/homebrew/recipe/view/1000191/lemonade-mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000203,https://www.brewersfriend.com/homebrew/recipe/view/1000203/queen-esther-5-gal-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000202,https://www.brewersfriend.com/homebrew/recipe/view/1000202/german-pilsener,German Pilsener,,All Grain,German Leichtbier,60 min,5.5 gallons (fermentor volume),7.5 gallons,1.042,70% (brew house),1.0,1.052,1.012,5.33,,3.27,0.0,White Labs - German Lager Yeast WLP830,No,Liquid,76.5%,Medium,50 - 55 F,50 F,2.0 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1000209,https://www.brewersfriend.com/homebrew/recipe/view/1000209/coriander-kveik-pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000206,https://www.brewersfriend.com/homebrew/recipe/view/1000206/memorial-haze,Memorial Haze,,All Grain,Specialty IPA: New England IPA,60 min,5.5 gallons (fermentor volume),7 gallons,1.058,70% (brew house),1.0,1.074,1.017,7.39,68.67,7.44,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1000223,https://www.brewersfriend.com/homebrew/recipe/view/1000223/antwerp-pale-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000219,https://www.brewersfriend.com/homebrew/recipe/view/1000219/trappist-single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000213,https://www.brewersfriend.com/homebrew/recipe/view/1000213/cortina-arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000218,https://www.brewersfriend.com/homebrew/recipe/view/1000218/red-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000238,https://www.brewersfriend.com/homebrew/recipe/view/1000238/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000240,https://www.brewersfriend.com/homebrew/recipe/view/1000240/ipa-v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000236,https://www.brewersfriend.com/homebrew/recipe/view/1000236/bagheera-brew-6-5,Bagheera_brew _6.5,,Extract,Specialty IPA: Black IPA,60 min,6.5 gallons (fermentor volume),3 gallons,1.124,80% (steeping grains only),1.0,1.057,1.013,5.86,67.87,36.05,0.0,Fermentis - English Ale Yeast S-04,Yes,Dry,75%,High,54 - 77 F,70 F,0.35 (M cells / ml / deg P),28223,0.0,0.0,0.0,0.0,0.0,0.0,co2,4.04 Volumes,
1000239,https://www.brewersfriend.com/homebrew/recipe/view/1000239/american-amber-lager,American Amber Lager,,BIAB,International Amber Lager,60 min,10 gallons (fermentor volume),11.5 gallons,1.05,68% (brew house),1.0,1.054,1.01,5.78,16.26,12.83,5.63,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.45 Volumes,
1000243,https://www.brewersfriend.com/homebrew/recipe/view/1000243/yooper-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000244,https://www.brewersfriend.com/homebrew/recipe/view/1000244/norwegianish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000251,https://www.brewersfriend.com/homebrew/recipe/view/1000251/honey-krystalweizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000242,https://www.brewersfriend.com/homebrew/recipe/view/1000242/trigo,TRIGO,Agustin Ezequiel Celiz,Extract,Dunkles Weissbier,60 min,20 liters (fermentor volume),25 liters,1.047,70% (steeping grains only),1.0,1.059,1.008,6.67,18.26,19.34,0.0,Fermentis / Safale - Safbrew - Wheat Beer Yeast WB-06,No,Dry,86%,Low,12.22 - 25 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,dextrose,4.5 Volumes,
1000252,https://www.brewersfriend.com/homebrew/recipe/view/1000252/the-hog-ipa,The Hog IPA,,Extract,American IPA,50 min,25 liters (fermentor volume),28.4 liters,1.046,100% (steeping grains only),1.0,1.053,1.006,6.13,42.41,4.43,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,12.22 - 25 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,1.9 Volumes,
1000258,https://www.brewersfriend.com/homebrew/recipe/view/1000258/triple-aaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000259,https://www.brewersfriend.com/homebrew/recipe/view/1000259/herro-s-best-effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000261,https://www.brewersfriend.com/homebrew/recipe/view/1000261/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000271,https://www.brewersfriend.com/homebrew/recipe/view/1000271/chester-fest,Chester Fest,,BIAB,Festbier,60 min,5.5 gallons (fermentor volume),7 gallons,1.041,72% (brew house),1.0,1.048,1.012,4.77,26.52,4.78,5.36,,,,,,,,,10165,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.47 Volumes,
1000273,https://www.brewersfriend.com/homebrew/recipe/view/1000273/saison-dupe-ont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000265,https://www.brewersfriend.com/homebrew/recipe/view/1000265/chooks-belgian-gold,Chooks Belgian Gold,,Extract,Belgian Golden Strong Ale,50 min,25 liters (fermentor volume),27 liters,1.05,70% (steeping grains only),1.0,1.054,1.01,5.76,33.54,7.11,0.0,Fermentis / Safale - German Ale Yeast K-97,No,Dry,81%,High,12.22 - 25 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.2 Volumes,
1000270,https://www.brewersfriend.com/homebrew/recipe/view/1000270/summer-blackout-dipa-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000278,https://www.brewersfriend.com/homebrew/recipe/view/1000278/galtra-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1000277,https://www.brewersfriend.com/homebrew/recipe/view/1000277/pale-ale,Pale Ale,,All Grain,No Profile Selected,60 min,21 liters (fermentor volume),27 liters,1.046,75% (brew house),1.0,1.059,1.016,5.61,30.37,5.28,0.0,Wyeast - London Ale III 1318,No,Liquid,73%,High,17.78 - 23.33 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.45 Volumes,
1000280,https://www.brewersfriend.com/homebrew/recipe/view/1000280/red-rona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
10003,https://www.brewersfriend.com/homebrew/recipe/view/10003/yuen-porter-clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
